id,exp,group,icon,model,order,pass_weight,reward,type
1434,[1|5|12|27],9,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],4,100,[509172009|509172109|509172209|509172309|509172409],4
1435,[1|5|12|27],9,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],5,100,[509172011|509172111|509172211|509172311|509172411],4
1436,,9,icon_type_5,[icon_lattice_yellow],6,-1,,3
1437,[1|5|12|27],9,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],7,120,[509172002|509172102|509172202|509172302|509172402],4
1438,[1|5|12|27],9,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],8,100,[509172015|509172115|509172215|509172315|509172415],4
1439,[1|5|12|27],9,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],9,100,[509172019|509172119|509172219|509172319|509172419],4
1440,[1|5|12|27],9,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],10,100,[509172005|509172105|509172205|509172305|509172405],4
1441,[1|5|12|27],9,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],11,100,[509172012|509172112|509172212|509172312|509172412],4
1442,[1|5|12|27],9,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],12,100,[509172020|509172120|509172220|509172320|509172420],4
1443,[1|5|12|27],9,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],13,100,[509172021|509172121|509172221|509172321|509172421],4
1444,,9,icon_type_5,[icon_lattice_yellow],14,-1,,3
1445,[1|5|12|27],9,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],15,120,[509172003|509172103|509172203|509172303|509172403],4
1446,[1|5|12|27],9,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],16,100,[509172016|509172116|509172216|509172316|509172416],4
1447,[1|5|12|27],9,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],17,100,[509172006|509172106|509172206|509172306|509172406],4
1448,[1|5|12|27],9,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],18,100,[509172013|509172113|509172213|509172313|509172413],4
1449,[1|5|12|27],9,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],19,120,[509172010|509172110|509172210|509172310|509172410],4
1450,,9,icon_type_5,[icon_lattice_yellow],20,-1,,3
1451,[1|5|12|27],9,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],21,120,[509172004|509172104|509172204|509172304|509172404],4
1452,[1|5|12|27],9,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],22,100,[509172017|509172117|509172217|509172317|509172417],4
1453,[1|5|12|27],9,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],23,100,[509172007|509172107|509172207|509172307|509172407],4
1454,[1|5|12|27],9,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],24,100,[509172014|509172114|509172214|509172314|509172414],4
1455,[1|5|12|27],9,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],25,100,[509172018|509172118|509172218|509172318|509172418],4
1456,[1|5|12|27],9,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],26,100,[509172021|509172121|509172221|509172321|509172421],4
1457,,10,,[icon_lattice_start],1,-1,,1
1458,[1|5|12],10,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],2,60,[510304001|510304101|510304201|510304301],4
1459,[1|5|12],10,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],3,70,[510304008|510304108|510304208|510304308],4
1460,[1|5|12],10,icon_type_2,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],4,100,[510304009|510304109|510304209|510304309],4
1461,[1|5|12],10,icon_type_2,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],5,100,[510304011|510304111|510304211|510304311],4
1462,,10,icon_type_5,[icon_lattice_yellow],6,-1,,3
1463,[1|5|12],10,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],7,120,[510304002|510304102|510304202|510304302],4
1464,[1|5|12],10,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],8,100,[510304015|510304115|510304215|510304315],4
1465,[1|5|12],10,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],9,70,[510304010|510304110|510304210|510304310],4
1466,[1|5|12],10,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],10,100,[510304005|510304105|510304205|510304305],4
1467,[1|5|12],10,icon_type_2,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],11,100,[510304012|510304112|510304212|510304312],4
1468,[1|5|12],10,icon_type_2,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],12,100,[510304019|510304119|510304219|510304319],4
1469,[1|5|12],10,icon_type_2,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],13,100,[510304021|510304121|510304221|510304321],4
1470,,10,icon_type_5,[icon_lattice_yellow],14,-1,,3
1471,[1|5|12],10,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],15,120,[510304003|510304103|510304203|510304303],4
1472,[1|5|12],10,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],16,100,[510304016|510304116|510304216|510304316],4
1473,[1|5|12],10,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],17,100,[510304006|510304106|510304206|510304306],4
1474,[1|5|12],10,icon_type_2,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],18,100,[510304013|510304113|510304213|510304313],4
1475,[1|5|12],10,icon_type_2,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],19,120,[510304020|510304120|510304220|510304320],4
1476,,10,icon_type_5,[icon_lattice_yellow],20,-1,,3
1477,[1|5|12],10,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],21,120,[510304004|510304104|510304204|510304304],4
1478,[1|5|12],10,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],22,100,[510304017|510304117|510304217|510304317],4
1479,[1|5|12],10,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],23,100,[510304007|510304107|510304207|510304307],4
1480,[1|5|12],10,icon_type_2,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],24,100,[510304014|510304114|510304214|510304314],4
1481,[1|5|12],10,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],25,100,[510304018|510304118|510304218|510304318],4
1482,[1|5|12],10,icon_type_2,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple],26,100,[510304021|510304121|510304221|510304321],4
1483,,11,,[icon_lattice_start],1,-1,,1
1484,[1|5|12|27],11,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],2,60,[511077001|511077101|511077201|511077301|511077401],4
1485,[1|5|12|27],11,icon_type_2,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],3,70,[511077008|511077108|511077208|511077308|511077408],4
1486,[1|5|12|27],11,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],4,100,[511077009|511077109|511077209|511077309|511077409],4
1487,[1|5|12|27],11,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],5,100,[511077011|511077111|511077211|511077311|511077411],4
1488,,11,icon_type_5,[icon_lattice_yellow],6,-1,,3
1489,[1|5|12|27],11,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],7,120,[511077002|511077102|511077202|511077302|511077402],4
1490,[1|5|12|27],11,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],8,100,[511077015|511077115|511077215|511077315|511077415],4
1491,[1|5|12|27],11,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],9,100,[511077019|511077119|511077219|511077319|511077419],4
1492,[1|5|12|27],11,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],10,100,[511077005|511077105|511077205|511077305|511077405],4
1493,[1|5|12|27],11,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],11,100,[511077012|511077112|511077212|511077312|511077412],4
1494,[1|5|12|27],11,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],12,100,[511077020|511077120|511077220|511077320|511077420],4
1495,[1|5|12|27],11,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],13,100,[511077021|511077121|511077221|511077321|511077421],4
1496,,11,icon_type_5,[icon_lattice_yellow],14,-1,,3
1497,[1|5|12|27],11,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],15,120,[511077003|511077103|511077203|511077303|511077403],4
1498,[1|5|12|27],11,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],16,100,[511077016|511077116|511077216|511077316|511077416],4
1499,[1|5|12|27],11,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],17,100,[511077006|511077106|511077206|511077306|511077406],4
1500,[1|5|12|27],11,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],18,100,[511077013|511077113|511077213|511077313|511077413],4
1501,[1|5|12|27],11,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],19,120,[511077010|511077110|511077210|511077310|511077410],4
1502,,11,icon_type_5,[icon_lattice_yellow],20,-1,,3
1503,[1|5|12|27],11,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],21,120,[511077004|511077104|511077204|511077304|511077404],4
1504,[1|5|12|27],11,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],22,100,[511077017|511077117|511077217|511077317|511077417],4
1505,[1|5|12|27],11,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],23,100,[511077007|511077107|511077207|511077307|511077407],4
1506,[1|5|12|27],11,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],24,100,[511077014|511077114|511077214|511077314|511077414],4
1507,[1|5|12|27],11,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],25,100,[511077018|511077118|511077218|511077318|511077418],4
1508,[1|5|12|27],11,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],26,100,[511077021|511077121|511077221|511077321|511077421],4
1509,,12,,[icon_lattice_start],1,-1,,1
1510,[1|5|12|27],12,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],2,60,[512081001|512081101|512081201|512081301|512081401],4
1511,[1|5|12|27],12,icon_type_2,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],3,70,[512081008|512081108|512081208|512081308|512081408],4
1512,[1|5|12|27],12,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],4,100,[512081009|512081109|512081209|512081309|512081409],4
1513,[1|5|12|27],12,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],5,100,[512081011|512081111|512081211|512081311|512081411],4
1514,,12,icon_type_5,[icon_lattice_yellow],6,-1,,3
1515,[1|5|12|27],12,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],7,120,[512081002|512081102|512081202|512081302|512081402],4
1516,[1|5|12|27],12,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],8,100,[512081015|512081115|512081215|512081315|512081415],4
1517,[1|5|12|27],12,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],9,100,[512081019|512081119|512081219|512081319|512081419],4
1518,[1|5|12|27],12,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],10,100,[512081005|512081105|512081205|512081305|512081405],4
1519,[1|5|12|27],12,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],11,100,[512081012|512081112|512081212|512081312|512081412],4
1520,[1|5|12|27],12,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],12,100,[512081020|512081120|512081220|512081320|512081420],4
1521,[1|5|12|27],12,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],13,100,[512081021|512081121|512081221|512081321|512081421],4
1522,,12,icon_type_5,[icon_lattice_yellow],14,-1,,3
1523,[1|5|12|27],12,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],15,120,[512081003|512081103|512081203|512081303|512081403],4
1524,[1|5|12|27],12,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],16,100,[512081016|512081116|512081216|512081316|512081416],4
1525,[1|5|12|27],12,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],17,100,[512081006|512081106|512081206|512081306|512081406],4
1526,[1|5|12|27],12,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],18,100,[512081013|512081113|512081213|512081313|512081413],4
1527,[1|5|12|27],12,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],19,120,[512081010|512081110|512081210|512081310|512081410],4
1528,,12,icon_type_5,[icon_lattice_yellow],20,-1,,3
1529,[1|5|12|27],12,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],21,120,[512081004|512081104|512081204|512081304|512081404],4
1530,[1|5|12|27],12,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],22,100,[512081017|512081117|512081217|512081317|512081417],4
1531,[1|5|12|27],12,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],23,100,[512081007|512081107|512081207|512081307|512081407],4
1532,[1|5|12|27],12,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],24,100,[512081014|512081114|512081214|512081314|512081414],4
1533,[1|5|12|27],12,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],25,100,[512081018|512081118|512081218|512081318|512081418],4
1534,[1|5|12|27],12,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],26,100,[512081021|512081121|512081221|512081321|512081421],4
1535,,13,,[icon_lattice_start],1,-1,,1
1536,[1|5|12|27],13,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],2,60,[601141001|601141101|601141201|601141301|601141401],4
1537,[1|5|12|27],13,icon_type_2,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],3,70,[601141008|601141108|601141208|601141308|601141408],4
1538,[1|5|12|27],13,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],4,100,[601141009|601141109|601141209|601141309|601141409],4
1539,[1|5|12|27],13,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],5,100,[601141011|601141111|601141211|601141311|601141411],4
1540,,13,icon_type_5,[icon_lattice_yellow],6,-1,,3
1541,[1|5|12|27],13,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],7,120,[601141002|601141102|601141202|601141302|601141402],4
1542,[1|5|12|27],13,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],8,100,[601141015|601141115|601141215|601141315|601141415],4
1543,[1|5|12|27],13,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],9,100,[601141019|601141119|601141219|601141319|601141419],4
1544,[1|5|12|27],13,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],10,100,[601141005|601141105|601141205|601141305|601141405],4
1545,[1|5|12|27],13,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],11,100,[601141012|601141112|601141212|601141312|601141412],4
1546,[1|5|12|27],13,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],12,100,[601141020|601141120|601141220|601141320|601141420],4
1547,[1|5|12|27],13,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],13,100,[601141021|601141121|601141221|601141321|601141421],4
1548,,13,icon_type_5,[icon_lattice_yellow],14,-1,,3
1549,[1|5|12|27],13,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],15,120,[601141003|601141103|601141203|601141303|601141403],4
1550,[1|5|12|27],13,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],16,100,[601141016|601141116|601141216|601141316|601141416],4
1551,[1|5|12|27],13,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],17,100,[601141006|601141106|601141206|601141306|601141406],4
1552,[1|5|12|27],13,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],18,100,[601141013|601141113|601141213|601141313|601141413],4
1553,[1|5|12|27],13,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],19,120,[601141010|601141110|601141210|601141310|601141410],4
1554,,13,icon_type_5,[icon_lattice_yellow],20,-1,,3
1555,[1|5|12|27],13,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],21,120,[601141004|601141104|601141204|601141304|601141404],4
1556,[1|5|12|27],13,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],22,100,[601141017|601141117|601141217|601141317|601141417],4
1557,[1|5|12|27],13,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],23,100,[601141007|601141107|601141207|601141307|601141407],4
1558,[1|5|12|27],13,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],24,100,[601141014|601141114|601141214|601141314|601141414],4
1559,[1|5|12|27],13,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],25,100,[601141018|601141118|601141218|601141318|601141418],4
1560,[1|5|12|27],13,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],26,100,[601141021|601141121|601141221|601141321|601141421],4
1561,,14,,[icon_lattice_start],1,-1,,1
1562,[1|5|12|27],14,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],2,60,[602108001|602108101|602108201|602108301|602108401],4
1563,[1|5|12|27],14,icon_type_2,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],3,70,[602108008|602108108|602108208|602108308|602108408],4
1564,[1|5|12|27],14,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],4,100,[602108009|602108109|602108209|602108309|602108409],4
1565,[1|5|12|27],14,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],5,100,[602108011|602108111|602108211|602108311|602108411],4
1566,,14,icon_type_5,[icon_lattice_yellow],6,-1,,3
1567,[1|5|12|27],14,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],7,120,[602108002|602108102|602108202|602108302|602108402],4
1568,[1|5|12|27],14,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],8,100,[602108015|602108115|602108215|602108315|602108415],4
1569,[1|5|12|27],14,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],9,100,[602108019|602108119|602108219|602108319|602108419],4
1570,[1|5|12|27],14,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],10,100,[602108005|602108105|602108205|602108305|602108405],4
1571,[1|5|12|27],14,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],11,100,[602108012|602108112|602108212|602108312|602108412],4
1572,[1|5|12|27],14,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],12,100,[602108020|602108120|602108220|602108320|602108420],4
1573,[1|5|12|27],14,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],13,100,[602108021|602108121|602108221|602108321|602108421],4
1574,,14,icon_type_5,[icon_lattice_yellow],14,-1,,3
1575,[1|5|12|27],14,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],15,120,[602108003|602108103|602108203|602108303|602108403],4
1576,[1|5|12|27],14,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],16,100,[602108016|602108116|602108216|602108316|602108416],4
1577,[1|5|12|27],14,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],17,100,[602108006|602108106|602108206|602108306|602108406],4
1578,[1|5|12|27],14,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],18,100,[602108013|602108113|602108213|602108313|602108413],4
1579,[1|5|12|27],14,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],19,120,[602108010|602108110|602108210|602108310|602108410],4
1580,,14,icon_type_5,[icon_lattice_yellow],20,-1,,3
1581,[1|5|12|27],14,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],21,120,[602108004|602108104|602108204|602108304|602108404],4
1582,[1|5|12|27],14,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],22,100,[602108017|602108117|602108217|602108317|602108417],4
1583,[1|5|12|27],14,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],23,100,[602108007|602108107|602108207|602108307|602108407],4
1584,[1|5|12|27],14,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],24,100,[602108014|602108114|602108214|602108314|602108414],4
1585,[1|5|12|27],14,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],25,100,[602108018|602108118|602108218|602108318|602108418],4
1586,[1|5|12|27],14,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],26,100,[602108021|602108121|602108221|602108321|602108421],4
1587,,15,,[icon_lattice_start],1,-1,,1
1588,[1|5|12|27],15,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],2,60,[601291001|601291101|601291201|601291301|601291401],4
1589,[1|5|12|27],15,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],3,70,[601291008|601291108|601291208|601291308|601291408],4
1590,[1|5|12|27],15,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],4,100,[601291009|601291109|601291209|601291309|601291409],4
1591,[1|5|12|27],15,icon_type_3,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],5,100,[601291011|601291111|601291211|601291311|601291411],4
1592,,15,icon_type_5,[icon_lattice_yellow],6,-1,,3
1593,[1|5|12|27],15,icon_type_4,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],7,120,[601291002|601291102|601291202|601291302|601291402],4
1594,[1|5|12|27],15,icon_type_1,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],8,100,[601291015|601291115|601291215|601291315|601291415],4
1595,[1|5|12|27],15,icon_type_6,[icon_lattice_White|icon_lattice_green|icon_lattice_blue|icon_lattice_Purple|icon_lattice_yellow],9,100,[601291019|601291119|601291219|601291319|601291419],4
